station_name,month,day_of_week,holiday,time_type,malfunction_cause,malfunction_cause_group,rain_bins,wind_bins,temp_bins,duration_30min_intervals
Rotterdam Lombardijen,May,Saturday,nonholiday,off-peak,stranded train,rolling stock,low,high,chilly,a
Lage Zwaluwe,May,Saturday,nonholiday,off-peak,stranded train,rolling stock,low,high,chilly,a
Zwijndrecht,May,Saturday,nonholiday,off-peak,stranded train,rolling stock,low,high,chilly,a
Aalten,May,Sunday,nonholiday,off-peak,signal failure,infrastructure,low,medium,chilly,d
Doetinchem,May,Sunday,nonholiday,off-peak,signal failure,infrastructure,low,medium,chilly,d
Gaanderen,May,Sunday,nonholiday,off-peak,signal failure,infrastructure,low,medium,chilly,d
Terborg,May,Sunday,nonholiday,off-peak,signal failure,infrastructure,low,medium,chilly,d
Varsseveld,May,Sunday,nonholiday,off-peak,signal failure,infrastructure,low,medium,chilly,d
Winterswijk,May,Sunday,nonholiday,off-peak,signal failure,infrastructure,low,medium,chilly,d
Bussum Zuid,May,Sunday,nonholiday,off-peak,repair works,engineering work,low,medium,chilly,e
Hilversum,May,Sunday,nonholiday,off-peak,repair works,engineering work,low,medium,chilly,e
Naarden-Bussum,May,Sunday,nonholiday,off-peak,repair works,engineering work,low,medium,chilly,e
Hilversum Media Park,May,Sunday,nonholiday,off-peak,repair works,engineering work,low,medium,chilly,e
Emmerich,May,Sunday,nonholiday,off-peak,broken down train,rolling stock,low,medium,chilly,a
Zevenaar,May,Sunday,nonholiday,off-peak,broken down train,rolling stock,low,medium,chilly,a
Rotterdam Centraal,May,Sunday,nonholiday,off-peak,broken down train,rolling stock,low,medium,chilly,a
Schiphol Airport,May,Sunday,nonholiday,off-peak,broken down train,rolling stock,low,medium,chilly,a
Amsterdam Centraal,May,Sunday,nonholiday,off-peak,broken down train,rolling stock,low,medium,chilly,c
Amsterdam Lelylaan,May,Sunday,nonholiday,off-peak,broken down train,rolling stock,low,medium,chilly,c
Amsterdam Sloterdijk,May,Sunday,nonholiday,off-peak,broken down train,rolling stock,low,medium,chilly,c
Rotterdam Centraal,May,Sunday,nonholiday,off-peak,broken down train,rolling stock,low,medium,chilly,c
Schiphol Airport,May,Sunday,nonholiday,off-peak,broken down train,rolling stock,low,medium,chilly,c
Almere Centrum,May,Monday,nonholiday,off-peak,broken down train,rolling stock,low,medium,chilly,b
Almere Parkwijk,May,Monday,nonholiday,off-peak,broken down train,rolling stock,low,medium,chilly,b
Apeldoorn,May,Monday,nonholiday,off-peak,points failure,infrastructure,low,medium,chilly,e
Apeldoorn De Maten,May,Monday,nonholiday,off-peak,points failure,infrastructure,low,medium,chilly,e
Klarenbeek,May,Monday,nonholiday,off-peak,points failure,infrastructure,low,medium,chilly,e
Voorst-Empe,May,Monday,nonholiday,off-peak,points failure,infrastructure,low,medium,chilly,e
Zutphen,May,Monday,nonholiday,off-peak,points failure,infrastructure,low,medium,chilly,e
Baarn,May,Monday,nonholiday,peak,broken down train,rolling stock,low,medium,chilly,a
Soestdijk,May,Monday,nonholiday,peak,broken down train,rolling stock,low,medium,chilly,a
Soest,May,Monday,nonholiday,peak,broken down train,rolling stock,low,medium,chilly,a
Amersfoort Centraal,May,Monday,nonholiday,peak,stranded train,rolling stock,low,medium,chilly,e
Apeldoorn,May,Monday,nonholiday,peak,stranded train,rolling stock,low,medium,chilly,e
Amersfoort Centraal,May,Monday,nonholiday,peak,stranded train,rolling stock,low,medium,chilly,d
Apeldoorn,May,Monday,nonholiday,peak,stranded train,rolling stock,low,medium,chilly,d
Apeldoorn Osseveld,May,Monday,nonholiday,peak,stranded train,rolling stock,low,medium,chilly,d
Amsterdam Centraal,May,Monday,nonholiday,peak,stranded train,rolling stock,low,medium,chilly,d
Amsterdam Muiderpoort,May,Monday,nonholiday,peak,stranded train,rolling stock,low,medium,chilly,d
Amsterdam Science Park,May,Monday,nonholiday,peak,stranded train,rolling stock,low,medium,chilly,d
Baarn,May,Monday,nonholiday,peak,stranded train,rolling stock,low,medium,chilly,d
Bussum Zuid,May,Monday,nonholiday,peak,stranded train,rolling stock,low,medium,chilly,d
Diemen,May,Monday,nonholiday,peak,stranded train,rolling stock,low,medium,chilly,d
Deventer,May,Monday,nonholiday,peak,stranded train,rolling stock,low,medium,chilly,d
Hilversum,May,Monday,nonholiday,peak,stranded train,rolling stock,low,medium,chilly,d
Naarden-Bussum,May,Monday,nonholiday,peak,stranded train,rolling stock,low,medium,chilly,d
Twello,May,Monday,nonholiday,peak,stranded train,rolling stock,low,medium,chilly,d
Weesp,May,Monday,nonholiday,peak,stranded train,rolling stock,low,medium,chilly,d
Hilversum Media Park,May,Monday,nonholiday,peak,stranded train,rolling stock,low,medium,chilly,d
Amsterdam Centraal,May,Monday,nonholiday,off-peak,stranded train,rolling stock,low,medium,chilly,a
Amsterdam Lelylaan,May,Monday,nonholiday,off-peak,stranded train,rolling stock,low,medium,chilly,a
Amsterdam Sloterdijk,May,Monday,nonholiday,off-peak,stranded train,rolling stock,low,medium,chilly,a
Rotterdam Centraal,May,Monday,nonholiday,off-peak,stranded train,rolling stock,low,medium,chilly,a
Schiphol Airport,May,Monday,nonholiday,off-peak,stranded train,rolling stock,low,medium,chilly,a
Amsterdam Centraal,May,Monday,nonholiday,off-peak,stranded train,rolling stock,low,medium,chilly,b
Amsterdam Sloterdijk,May,Monday,nonholiday,off-peak,stranded train,rolling stock,low,medium,chilly,b
Aalten,May,Monday,nonholiday,off-peak,lineside fire,external,low,medium,chilly,a
Doetinchem,May,Monday,nonholiday,off-peak,lineside fire,external,low,medium,chilly,a
Gaanderen,May,Monday,nonholiday,off-peak,lineside fire,external,low,medium,chilly,a
Terborg,May,Monday,nonholiday,off-peak,lineside fire,external,low,medium,chilly,a
Varsseveld,May,Monday,nonholiday,off-peak,lineside fire,external,low,medium,chilly,a
Winterswijk,May,Monday,nonholiday,off-peak,lineside fire,external,low,medium,chilly,a
Culemborg,May,Monday,nonholiday,off-peak,lineside fire,external,low,medium,chilly,c
Geldermalsen,May,Monday,nonholiday,off-peak,lineside fire,external,low,medium,chilly,c
Houten Castellum,May,Monday,nonholiday,off-peak,lineside fire,external,low,medium,chilly,c
Abcoude,May,Monday,nonholiday,off-peak,disruption elsewhere,logistical,low,medium,chilly,b
Amsterdam Amstel,May,Monday,nonholiday,off-peak,disruption elsewhere,logistical,low,medium,chilly,b
Amsterdam Bijlmer ArenA,May,Monday,nonholiday,off-peak,disruption elsewhere,logistical,low,medium,chilly,b
Amsterdam Centraal,May,Monday,nonholiday,off-peak,disruption elsewhere,logistical,low,medium,chilly,b
Amsterdam Muiderpoort,May,Monday,nonholiday,off-peak,disruption elsewhere,logistical,low,medium,chilly,b
Amsterdam Holendrecht,May,Monday,nonholiday,off-peak,disruption elsewhere,logistical,low,medium,chilly,b
Breukelen,May,Monday,nonholiday,off-peak,disruption elsewhere,logistical,low,medium,chilly,b
Duivendrecht,May,Monday,nonholiday,off-peak,disruption elsewhere,logistical,low,medium,chilly,b
Maarssen,May,Monday,nonholiday,off-peak,disruption elsewhere,logistical,low,medium,chilly,b
Utrecht Centraal,May,Monday,nonholiday,off-peak,disruption elsewhere,logistical,low,medium,chilly,b
Utrecht Zuilen,May,Monday,nonholiday,off-peak,disruption elsewhere,logistical,low,medium,chilly,b
Coevorden,May,Tuesday,nonholiday,off-peak,signal failure,infrastructure,low,medium,chilly,f
Dalen,May,Tuesday,nonholiday,off-peak,signal failure,infrastructure,low,medium,chilly,f
Meppel,May,Tuesday,nonholiday,off-peak,broken down train,rolling stock,low,medium,chilly,a
Zwolle,May,Tuesday,nonholiday,off-peak,broken down train,rolling stock,low,medium,chilly,a
Hoofddorp,May,Tuesday,nonholiday,off-peak,stranded train,rolling stock,low,medium,chilly,a
Schiphol Airport,May,Tuesday,nonholiday,off-peak,stranded train,rolling stock,low,medium,chilly,a
Almelo,May,Tuesday,nonholiday,off-peak,broken down train,rolling stock,low,medium,chilly,c
Almelo de Riet,May,Tuesday,nonholiday,off-peak,broken down train,rolling stock,low,medium,chilly,c
Borne,May,Tuesday,nonholiday,off-peak,broken down train,rolling stock,low,medium,chilly,c
Hengelo,May,Tuesday,nonholiday,off-peak,broken down train,rolling stock,low,medium,chilly,c
Hoofddorp,May,Tuesday,nonholiday,peak,broken down train,rolling stock,low,medium,chilly,a
Leiden Centraal,May,Tuesday,nonholiday,peak,broken down train,rolling stock,low,medium,chilly,a
Nieuw Vennep,May,Tuesday,nonholiday,peak,broken down train,rolling stock,low,medium,chilly,a
Sassenheim,May,Tuesday,nonholiday,peak,broken down train,rolling stock,low,medium,chilly,a
Alphen a/d Rijn,May,Tuesday,nonholiday,off-peak,damaged railway bridge,infrastructure,low,medium,chilly,d
Leiden Lammenschans,May,Tuesday,nonholiday,off-peak,damaged railway bridge,infrastructure,low,medium,chilly,d
Mook Molenhoek,May,Wednesday,nonholiday,off-peak,person on the railway track,external,low,medium,warm,b
Nijmegen,May,Wednesday,nonholiday,off-peak,person on the railway track,external,low,medium,warm,b
Nijmegen Heyendaal,May,Wednesday,nonholiday,off-peak,person on the railway track,external,low,medium,warm,b
Cuijk,May,Wednesday,nonholiday,off-peak,repair works,engineering work,low,medium,warm,b
Mook Molenhoek,May,Wednesday,nonholiday,off-peak,repair works,engineering work,low,medium,warm,b
Nijmegen,May,Wednesday,nonholiday,off-peak,repair works,engineering work,low,medium,warm,b
Nijmegen Heyendaal,May,Wednesday,nonholiday,off-peak,repair works,engineering work,low,medium,warm,b
Emmerich,May,Wednesday,nonholiday,off-peak,broken down train,rolling stock,low,medium,warm,a
Zevenaar,May,Wednesday,nonholiday,off-peak,broken down train,rolling stock,low,medium,warm,a
Hoorn,May,Wednesday,nonholiday,off-peak,broken down train,rolling stock,low,medium,warm,b
Hoorn Kersenboogerd,May,Wednesday,nonholiday,off-peak,broken down train,rolling stock,low,medium,warm,b
Goor,May,Wednesday,nonholiday,off-peak,person hit by a train,accidents,low,medium,warm,f
Lochem,May,Wednesday,nonholiday,off-peak,person hit by a train,accidents,low,medium,warm,f
Zutphen,May,Wednesday,nonholiday,off-peak,person hit by a train,accidents,low,medium,warm,f
Amsterdam Lelylaan,May,Wednesday,nonholiday,peak,broken down train,rolling stock,low,medium,warm,a
Amsterdam Sloterdijk,May,Wednesday,nonholiday,peak,broken down train,rolling stock,low,medium,warm,a
Delft,May,Thursday,nonholiday,off-peak,signal failure,infrastructure,low,high,warm,a
Delft Campus,May,Thursday,nonholiday,off-peak,signal failure,infrastructure,low,high,warm,a
Schiedam Centrum,May,Thursday,nonholiday,off-peak,signal failure,infrastructure,low,high,warm,a
Roermond,May,Thursday,nonholiday,off-peak,signal and level crossing failure,infrastructure,low,high,warm,a
Weert,May,Thursday,nonholiday,off-peak,signal and level crossing failure,infrastructure,low,high,warm,a
Boxtel,May,Thursday,nonholiday,off-peak,signal failure,infrastructure,low,high,warm,a
's-Hertogenbosch,May,Thursday,nonholiday,off-peak,signal failure,infrastructure,low,high,warm,a
Vught,May,Thursday,nonholiday,off-peak,signal failure,infrastructure,low,high,warm,a
Hoofddorp,May,Thursday,nonholiday,peak,broken down train,rolling stock,low,high,warm,b
Schiphol Airport,May,Thursday,nonholiday,peak,broken down train,rolling stock,low,high,warm,b
Krommenie-Assendelft,May,Thursday,nonholiday,peak,broken down train,rolling stock,low,high,warm,d
Uitgeest,May,Thursday,nonholiday,peak,broken down train,rolling stock,low,high,warm,d
Wormerveer,May,Thursday,nonholiday,peak,broken down train,rolling stock,low,high,warm,d
Utrecht Centraal,May,Friday,nonholiday,off-peak,points failure,infrastructure,low,medium,warm,a
Utrecht Terwijde,May,Friday,nonholiday,off-peak,points failure,infrastructure,low,medium,warm,a
Vleuten,May,Friday,nonholiday,off-peak,points failure,infrastructure,low,medium,warm,a
Woerden,May,Friday,nonholiday,off-peak,points failure,infrastructure,low,medium,warm,a
Utrecht Leidsche Rijn,May,Friday,nonholiday,off-peak,points failure,infrastructure,low,medium,warm,a
Hengelo,May,Friday,nonholiday,off-peak,points failure,infrastructure,low,medium,warm,a
Hengelo Oost,May,Friday,nonholiday,off-peak,points failure,infrastructure,low,medium,warm,a
Oldenzaal,May,Friday,nonholiday,off-peak,points failure,infrastructure,low,medium,warm,a
Amsterdam Centraal,May,Friday,nonholiday,peak,stranded train,rolling stock,low,medium,warm,b
Amsterdam Lelylaan,May,Friday,nonholiday,peak,stranded train,rolling stock,low,medium,warm,b
Amsterdam Sloterdijk,May,Friday,nonholiday,peak,stranded train,rolling stock,low,medium,warm,b
Rotterdam Centraal,May,Friday,nonholiday,peak,stranded train,rolling stock,low,medium,warm,b
Schiphol Airport,May,Friday,nonholiday,peak,stranded train,rolling stock,low,medium,warm,b
Amsterdam Centraal,May,Friday,nonholiday,peak,stranded train,rolling stock,low,medium,warm,b
Amsterdam Lelylaan,May,Friday,nonholiday,peak,stranded train,rolling stock,low,medium,warm,b
Amsterdam Sloterdijk,May,Friday,nonholiday,peak,stranded train,rolling stock,low,medium,warm,b
Rotterdam Centraal,May,Friday,nonholiday,peak,stranded train,rolling stock,low,medium,warm,b
Schiphol Airport,May,Friday,nonholiday,peak,stranded train,rolling stock,low,medium,warm,b
Arnhem Centraal,May,Friday,nonholiday,off-peak,stranded train,rolling stock,low,medium,warm,a
Arnhem Velperpoort,May,Friday,nonholiday,off-peak,stranded train,rolling stock,low,medium,warm,a
Duiven,May,Friday,nonholiday,off-peak,stranded train,rolling stock,low,medium,warm,a
Emmerich,May,Friday,nonholiday,off-peak,stranded train,rolling stock,low,medium,warm,a
Zevenaar,May,Friday,nonholiday,off-peak,stranded train,rolling stock,low,medium,warm,a
Westervoort,May,Friday,nonholiday,off-peak,stranded train,rolling stock,low,medium,warm,a
Amersfoort Centraal,May,Friday,nonholiday,off-peak,person hit by a train,accidents,low,medium,warm,f
Apeldoorn,May,Friday,nonholiday,off-peak,person hit by a train,accidents,low,medium,warm,f
Apeldoorn Osseveld,May,Friday,nonholiday,off-peak,person hit by a train,accidents,low,medium,warm,f
Deventer,May,Friday,nonholiday,off-peak,person hit by a train,accidents,low,medium,warm,f
